question_id,question_text,answer_id,answer_text,grade_level,academic_year_id,avg_knowledge_pct,student_count
2,Who is the Bread of Life? ,2,Jesus,3,2,76.0,25
2,Who is the Bread of Life? ,4,Noah,3,2,21.62162162162162,1
4,What takes place at Mass? ,9,Bread and wine become the Body and Blood of Jesus,3,2,76.23873873873873,24
4,What takes place at Mass? ,10,Bread and wine are shown as symbols for Jesus ,3,2,45.945945945945944,2
5,What is another phrase we use to describe the Church? ,13,The Head of God,3,2,65.49481812639708,2660
5,What is another phrase we use to describe the Church? ,14,The Wall of the Holy Spirit ,3,2,63.272508176966774,2198
5,What is another phrase we use to describe the Church? ,15,The Body of Christ ,3,2,67.16357349516619,4596
5,What is another phrase we use to describe the Church? ,16,The Keys of the Ark ,3,2,64.11700667392437,571
8,What did Jesus explain as the second Great Commandment? ,25,Love our neighbors as ourselves,3,2,67.81929771285182,6764
8,What did Jesus explain as the second Great Commandment? ,26,Love ourselves ,3,2,56.15939389524295,371
8,What did Jesus explain as the second Great Commandment? ,27,Love God only ,3,2,58.0618848224482,497
8,What did Jesus explain as the second Great Commandment? ,28,Love our enemies ,3,2,62.72984281352482,2390
9,What is the word we use for a holy item that is a sign of God? ,29,Bonus ,3,2,47.54642911067492,179
9,What is the word we use for a holy item that is a sign of God? ,30,Button,3,2,45.925925925925924,135
9,What is the word we use for a holy item that is a sign of God? ,31,Sacramental ,3,2,68.10442380062634,6162
9,What is the word we use for a holy item that is a sign of God? ,32,Candle ,3,2,63.17005298669615,3545
31,Stories Jesus told are called:,1601,Fables,3,2,48.648648648648646,3
31,Stories Jesus told are called:,1621,Parables,3,2,79.86486486486487,20
31,Stories Jesus told are called:,1631,Gospels,3,2,59.45945945945946,3
36,Who or what is made in the image and likeness of God?,125,Human beings,3,2,78.37837837837837,17
36,Who or what is made in the image and likeness of God?,126,Animals,3,2,21.62162162162162,1
36,Who or what is made in the image and likeness of God?,127,Plants,3,2,40.54054054054054,1
36,Who or what is made in the image and likeness of God?,128,The Universe ,3,2,75.2895752895753,7
37,Truly loving our neighbor will be impossible unless we also love___________ first.,129,Our image,3,2,61.68265039232781,620
37,Truly loving our neighbor will be impossible unless we also love___________ first.,130,Teachers,3,2,46.846846846846844,84
37,Truly loving our neighbor will be impossible unless we also love___________ first.,131,God,3,2,66.95013979496738,8584
37,Truly loving our neighbor will be impossible unless we also love___________ first.,132,The world,3,2,56.46298472385429,736
51,"What do we call the Father, the Son, and the Holy Spirit? ",1681,The Trinity ,3,2,77.47747747747748,21
51,"What do we call the Father, the Son, and the Holy Spirit? ",1701,The Holy Family ,3,2,71.17117117117117,3
51,"What do we call the Father, the Son, and the Holy Spirit? ",1711,All of these,3,2,40.54054054054054,2
71,When did Jesus give us the Eucharist?,1761,After He ascended,3,2,75.67567567567568,1
71,When did Jesus give us the Eucharist?,1781,After His Baptism,3,2,21.62162162162162,1
71,When did Jesus give us the Eucharist?,1791,At the Last Supper,3,2,76.01351351351352,24
87,How did God save us from sin?,309,He made sin okay,3,2,21.62162162162162,1
87,How did God save us from sin?,310,He made it so we can't sin anymore,3,2,78.37837837837837,1
87,How did God save us from sin?,311,He let us give Him sacrifices,3,2,62.7027027027027,5
87,How did God save us from sin?,312,He sent His Son into the world,3,2,79.37411095305832,19
88,What did Jesus come to earth to do? ,313,Beat the Romans,3,2,21.62162162162162,1
88,What did Jesus come to earth to do? ,314,Save souls,3,2,76.0,25
89,_________ breaks our friendship with God. ,317,Simple sin,3,2,59.45945945945946,1
89,_________ breaks our friendship with God. ,318,Minor sin,3,2,75.67567567567568,1
89,_________ breaks our friendship with God. ,319,Mortal sin,3,2,79.12912912912913,18
89,_________ breaks our friendship with God. ,320,Venial sin,3,2,60.36036036036036,6
90,Who is the Lord's Prayer said to?,321,God the Father,3,2,77.38264580369844,19
90,Who is the Lord's Prayer said to?,322,Jesus,3,2,61.486486486486484,4
90,Who is the Lord's Prayer said to?,324,St. Peter,3,2,68.46846846846847,3
91,Who is the Mother of God? ,1841,Elizabeth,3,2,59.45945945945946,1
91,Who is the Mother of God? ,1851,The Virgin Mary ,3,2,75.90090090090091,24
91,Who is the Mother of God? ,1861,Anna,3,2,40.54054054054054,1
93,We should pray: ,329,When we need something,3,2,21.62162162162162,1
93,We should pray: ,332,Every day,3,2,76.0,25
94,Who should NOT receive communion? ,333,Someone who needs to confess a mortal sin,3,2,77.29729729729729,5
94,Who should NOT receive communion? ,334,Someone who is not Catholic,3,2,74.51737451737452,14
94,Who should NOT receive communion? ,335,Someone who had a snack right before communion,3,2,75.67567567567568,2
94,Who should NOT receive communion? ,336,All of these,3,2,68.10810810810811,5
95,What do we call a priest who is in charge of a parish church?,337,Bishop,3,2,71.74447174447174,11
95,What do we call a priest who is in charge of a parish church?,338,Pastor,3,2,82.55528255528256,11
95,What do we call a priest who is in charge of a parish church?,339,Deacon,3,2,51.351351351351354,3
95,What do we call a priest who is in charge of a parish church?,340,Brother,3,2,70.27027027027027,1
96,Humans have a body and a soul. Our soul will live __________.,341,Forever,3,2,75.67567567567568,22
96,Humans have a body and a soul. Our soul will live __________.,342,As long as we do,3,2,78.37837837837837,1
96,Humans have a body and a soul. Our soul will live __________.,343,As long as we pray ,3,2,59.45945945945946,3
97,I am confirmed/I plan to be confirmed.,408,Yes,3,2,66.47719246068627,7270
97,I am confirmed/I plan to be confirmed.,409,No,3,2,63.99875553236118,2693
98,Why did Jesus come to be with us?,345,To change the Ten Commandments,3,2,46.48968495122341,169
98,Why did Jesus come to be with us?,346,To save only holy people,3,2,49.6030996030996,286
98,Why did Jesus come to be with us?,347,To save us all from our sins,3,2,67.03553017732611,9154
98,Why did Jesus come to be with us?,348,To tell us it is okay if we sin,3,2,54.63182897862233,421
99,What Old Testament event is a sign of the Eucharist?,349,Passover,3,2,69.94923760723017,5649
99,What Old Testament event is a sign of the Eucharist?,350,Noah's ark,3,2,58.610503791226684,1162
99,What Old Testament event is a sign of the Eucharist?,351,The sin of Adam and Eve,3,2,61.167177696103316,2662
99,What Old Testament event is a sign of the Eucharist?,352,David and Goliath,3,2,58.62673484295106,555
101,The season before Christmas is called ________. ,1881,Advent,3,2,76.48648648648648,20
101,The season before Christmas is called ________. ,1891,Lent,3,2,64.86486486486487,1
101,The season before Christmas is called ________. ,1911,Ordinary Time,3,2,65.4054054054054,5
102,The friendship we have with those in heaven and in purgatory is called the _____________ of saints.,357,Fellowship,3,2,62.61885153851913,2166
102,The friendship we have with those in heaven and in purgatory is called the _____________ of saints.,358,Companionship,3,2,63.18801952005216,2819
102,The friendship we have with those in heaven and in purgatory is called the _____________ of saints.,359,Circle,3,2,62.3830281894798,930
102,The friendship we have with those in heaven and in purgatory is called the _____________ of saints.,360,Communion,3,2,69.72749554806448,4113
105,"When someone hurts us, Jesus wants us to __________.",369,Get even by hurting them back,3,2,42.71588661832564,123
105,"When someone hurts us, Jesus wants us to __________.",370,Love and forgive them,3,2,66.30552606426407,9699
105,"When someone hurts us, Jesus wants us to __________.",371,Get them in trouble,3,2,43.84832593787818,67
105,"When someone hurts us, Jesus wants us to __________.",372,Do nothing,3,2,51.988416988416986,140
106,What is the Incarnation?,373,When Jesus became man,3,2,70.42463650632125,3134
