question_id,question_text,answer_id,answer_text,grade_level,academic_year_id,avg_knowledge_pct,student_count
2,Who is the Bread of Life? ,2,Jesus,6,2,87.44038155802862,17
2,Who is the Bread of Life? ,3,Joseph,6,2,62.16216216216216,1
2,Who is the Bread of Life? ,4,Noah,6,2,29.72972972972973,1
4,What takes place at Mass? ,9,Bread and wine become the Body and Blood of Jesus,6,2,86.03603603603604,18
4,What takes place at Mass? ,10,Bread and wine are shown as symbols for Jesus ,6,2,29.72972972972973,1
28,"Who shares the royal office of Christ as priest, prophet, and king?",97,God the Father,6,2,59.92681086714733,5042
28,"Who shares the royal office of Christ as priest, prophet, and king?",98,All baptized Christians,6,2,64.58949355143126,1870
28,"Who shares the royal office of Christ as priest, prophet, and king?",99,The Virgin Mary,6,2,52.31547903714331,492
28,"Who shares the royal office of Christ as priest, prophet, and king?",100,"Only bishops, priests, and deacons",6,2,57.02924349504933,2214
30,Which person of the Trinity was present at Pentecost and still guides the Church today?,105,The Father,6,2,52.44017717279749,1452
30,Which person of the Trinity was present at Pentecost and still guides the Church today?,106,The Son,6,2,56.04357298474945,1125
30,Which person of the Trinity was present at Pentecost and still guides the Church today?,107,The Holy Spirit,6,2,62.853325110494396,6486
30,Which person of the Trinity was present at Pentecost and still guides the Church today?,108,The Virgin Mary ,6,2,50.39497813513895,556
31,Stories Jesus told are called:,1621,Parables,6,2,89.1891891891892,13
31,Stories Jesus told are called:,1631,Gospels,6,2,69.81981981981981,6
32,Which of the following best describes the Mass?          ,109,A special community meal,6,2,50.02124688884842,323
32,Which of the following best describes the Mass?          ,110,A time of fellowship and coming together to change the world,6,2,53.72052046625102,1736
32,Which of the following best describes the Mass?          ,111,A re-presentation of Christ's sacrifice,6,2,63.03306016559143,3711
32,Which of the following best describes the Mass?          ,112,None of these,6,2,60.15568087458418,3849
34,Which is NOT an effect of Baptism?,117,Getting rid of concupiscence and our ability to sin,6,2,63.04274119747363,6535
34,Which is NOT an effect of Baptism?,118,Receiving an indelible mark,6,2,53.39768996324347,1499
34,Which is NOT an effect of Baptism?,119,Becoming a new creation,6,2,53.230498293944684,1247
34,Which is NOT an effect of Baptism?,120,Forgiveness of sins,6,2,48.65196078431372,336
36,Who or what is made in the image and likeness of God?,125,Human beings,6,2,89.1891891891892,14
36,Who or what is made in the image and likeness of God?,128,The Universe ,6,2,65.94594594594595,5
51,"What do we call the Father, the Son, and the Holy Spirit? ",1681,The Trinity ,6,2,85.8108108108108,16
51,"What do we call the Father, the Son, and the Holy Spirit? ",1701,The Holy Family ,6,2,29.72972972972973,1
51,"What do we call the Father, the Son, and the Holy Spirit? ",1711,All of these,6,2,87.83783783783784,2
71,When did Jesus give us the Eucharist?,1761,After He ascended,6,2,70.27027027027027,2
71,When did Jesus give us the Eucharist?,1781,After His Baptism,6,2,29.72972972972973,1
71,When did Jesus give us the Eucharist?,1791,At the Last Supper,6,2,88.00675675675676,16
87,How did God save us from sin?,311,He let us give Him sacrifices,6,2,29.72972972972973,1
87,How did God save us from sin?,312,He sent His Son into the world,6,2,86.03603603603604,18
88,What did Jesus come to earth to do? ,314,Save souls,6,2,86.03603603603604,18
88,What did Jesus come to earth to do? ,316,Find the Holy Grail,6,2,29.72972972972973,1
89,_________ breaks our friendship with God. ,319,Mortal sin,6,2,86.48648648648648,15
89,_________ breaks our friendship with God. ,320,Venial sin,6,2,70.27027027027027,4
90,Who is the Lord's Prayer said to?,321,God the Father,6,2,86.1003861003861,14
90,Who is the Lord's Prayer said to?,322,Jesus,6,2,86.48648648648648,3
