question_id,question_text,answer_id,answer_text,grade_level,academic_year_id,avg_knowledge_pct,student_count
2,Who is the Bread of Life? ,2,Jesus,7,2,87.3090481786134,23
4,What takes place at Mass? ,9,Bread and wine become the Body and Blood of Jesus,7,2,87.3090481786134,23
28,"Who shares the royal office of Christ as priest, prophet, and king?",98,All baptized Christians,7,2,52.94117647058823,1
28,"Who shares the royal office of Christ as priest, prophet, and king?",100,"Only bishops, priests, and deacons",7,2,60.78431372549019,1
30,Which person of the Trinity was present at Pentecost and still guides the Church today?,105,The Father,7,2,56.86274509803921,2
31,Stories Jesus told are called:,1601,Fables,7,2,75.67567567567568,1
31,Stories Jesus told are called:,1621,Parables,7,2,90.54054054054055,18
31,Stories Jesus told are called:,1631,Gospels,7,2,75.67567567567568,4
32,Which of the following best describes the Mass?          ,111,A re-presentation of Christ's sacrifice,7,2,56.86274509803921,2
34,Which is NOT an effect of Baptism?,117,Getting rid of concupiscence and our ability to sin,7,2,56.86274509803921,2
36,Who or what is made in the image and likeness of God?,125,Human beings,7,2,91.68399168399168,13
36,Who or what is made in the image and likeness of God?,128,The Universe ,7,2,81.62162162162163,10
40,Which of the following events is recorded in the Gospels? ,141,Creation of Adam and Eve,7,2,47.27921498661909,969
40,Which of the following events is recorded in the Gospels? ,142,Moses being given the Ten Commandments,7,2,49.57720245855839,1820
40,Which of the following events is recorded in the Gospels? ,143,The birth of Jesus,7,2,60.230515653885504,5666
40,Which of the following events is recorded in the Gospels? ,144,The martyrdom of St. Stephen,7,2,52.06114836789517,877
42,Which of the following people did NOT write one of the four Gospels? ,145,James,7,2,56.920581776568106,8768
42,Which of the following people did NOT write one of the four Gospels? ,146,John ,7,2,43.99790319762362,194
42,Which of the following people did NOT write one of the four Gospels? ,147,Matthew,7,2,39.77234961781323,204
42,Which of the following people did NOT write one of the four Gospels? ,148,Luke,7,2,43.57344632768361,168
43,Which books are considered the heart of the Bible since they tell the story of Jesus' life? ,149,Proverbs ,7,2,48.18738229755179,576
43,Which books are considered the heart of the Bible since they tell the story of Jesus' life? ,150,Psalms,7,2,47.38371352109086,1330
43,Which books are considered the heart of the Bible since they tell the story of Jesus' life? ,151,Gospels,7,2,58.54522703147298,7233
43,Which books are considered the heart of the Bible since they tell the story of Jesus' life? ,152,Ecclesiastes,7,2,45.0622621930128,196
45,Which Church season begins the liturgical year?,157,Easter,7,2,53.129633398261475,1749
45,Which Church season begins the liturgical year?,158,Advent,7,2,58.386412813959865,3893
45,Which Church season begins the liturgical year?,159,Christmas,7,2,54.785435935959434,1444
45,Which Church season begins the liturgical year?,160,Ordinary Time ,7,2,54.99811676082862,2250
51,"What do we call the Father, the Son, and the Holy Spirit? ",1681,The Trinity ,7,2,89.34817170111288,17
51,"What do we call the Father, the Son, and the Holy Spirit? ",1701,The Holy Family ,7,2,72.97297297297297,1
51,"What do we call the Father, the Son, and the Holy Spirit? ",1711,All of these,7,2,83.24324324324324,5
71,When did Jesus give us the Eucharist?,1761,After He ascended,7,2,64.86486486486487,1
71,When did Jesus give us the Eucharist?,1791,At the Last Supper,7,2,88.32923832923834,22
87,How did God save us from sin?,310,He made it so we can't sin anymore,7,2,72.97297297297297,1
87,How did God save us from sin?,311,He let us give Him sacrifices,7,2,94.5945945945946,1
87,How did God save us from sin?,312,He sent His Son into the world,7,2,87.64478764478764,21
88,What did Jesus come to earth to do? ,314,Save souls,7,2,87.59213759213759,22
88,What did Jesus come to earth to do? ,315,Build a temple for Himself,7,2,81.08108108108108,1
89,_________ breaks our friendship with God. ,319,Mortal sin,7,2,88.10810810810811,20
89,_________ breaks our friendship with God. ,320,Venial sin,7,2,81.98198198198199,3
90,Who is the Lord's Prayer said to?,321,God the Father,7,2,89.47368421052632,19
90,Who is the Lord's Prayer said to?,322,Jesus,7,2,81.08108108108108,1
90,Who is the Lord's Prayer said to?,323,The Holy Spirit,7,2,74.32432432432432,2
90,Who is the Lord's Prayer said to?,324,St. Peter,7,2,78.37837837837837,1
91,Who is the Mother of God? ,1851,The Virgin Mary ,7,2,88.45208845208845,22
91,Who is the Mother of God? ,1861,Anna,7,2,62.16216216216216,1
93,We should pray: ,332,Every day,7,2,87.3090481786134,23
94,Who should NOT receive communion? ,333,Someone who needs to confess a mortal sin,7,2,89.1891891891892,6
94,Who should NOT receive communion? ,334,Someone who is not Catholic,7,2,79.15057915057915,7
94,Who should NOT receive communion? ,336,All of these,7,2,91.89189189189189,10
95,What do we call a priest who is in charge of a parish church?,337,Bishop,7,2,84.12162162162163,8
95,What do we call a priest who is in charge of a parish church?,338,Pastor,7,2,89.009009009009,15
96,Humans have a body and a soul. Our soul will live __________.,341,Forever,7,2,87.3090481786134,23
97,I am confirmed/I plan to be confirmed.,408,Yes,7,2,57.14525240926687,7752
97,I am confirmed/I plan to be confirmed.,409,No,7,2,51.56080115238784,1494
101,The season before Christmas is called ________. ,1881,Advent,7,2,90.4054054054054,20
101,The season before Christmas is called ________. ,1891,Lent,7,2,62.16216216216216,1
101,The season before Christmas is called ________. ,1901,Easter,7,2,72.97297297297297,1
101,The season before Christmas is called ________. ,1911,Ordinary Time,7,2,64.86486486486487,1
111,"Which season is made up of prayer, fasting, and almsgiving? ",1921,Advent,7,2,68.91891891891892,2
111,"Which season is made up of prayer, fasting, and almsgiving? ",1941,Easter,7,2,62.16216216216216,1
111,"Which season is made up of prayer, fasting, and almsgiving? ",1951,Lent,7,2,90.4054054054054,20
115,I should help everyone to show them God's love.,405,This is true,7,2,87.77348777348777,21
115,I should help everyone to show them God's love.,406,This is not true,7,2,72.97297297297297,1
115,I should help everyone to show them God's love.,407,Not sure,7,2,91.89189189189189,1
116,My parents bring me to Church often and we pray together.,410,Yes,7,2,57.915933442488054,5392
116,My parents bring me to Church often and we pray together.,411,No,7,2,53.90256374345374,3853
117,Holy Communion looks like bread and wine but is really Jesus' Body and Blood.,412,This is true,7,2,90.18492176386913,19
117,Holy Communion looks like bread and wine but is really Jesus' Body and Blood.,413,This is not true,7,2,73.64864864864865,4
121,Which is not a liturgical season?,1961,Lent,7,2,64.86486486486487,1
121,Which is not a liturgical season?,1981,Ordinary time,7,2,75.67567567567568,2
121,Which is not a liturgical season?,1991,Fall,7,2,89.5945945945946,20
130,I have received First Communion.,459,Yes,7,2,57.25396438013706,7861
130,I have received First Communion.,460,No,7,2,50.5214068011596,1385
